İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat,Ağır Hasarlı,Motor Gücü (kW),Batarya Voltajı (V),Menzil,Şarj Süresi,Pil Kapasitesi (kWh),Plaka Uyruğu
Kopyalandı30572744,29 Haziran 2025,Hyundai,i20,1.4 MPI Jump,2023,61.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,Önden Çekiş,İkinci El,"6,1 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.051.000 TL,,,,,,,
Kopyalandı30207324,29 Haziran 2025,Hyundai,Accent,1.5 GL,2003,218.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1401 - 1600 cm3,76 - 100 HP,-,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,364.750 TL,,,,,,,
Kopyalandı26440121,29 Haziran 2025,Toyota,Auris,1.4 D-4D Comfort Extra,2012,215.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri (Gümüş),1364 cc,90 hp,Önden Çekiş,İkinci El,"4,8 lt",55 lt,"1 değişen, 6 boyalı",Takasa Uygun,Galeriden,675.000 TL,,,,,,,
Kopyalandı30570794,29 Haziran 2025,Seat,Leon,1.2 TSI Style,2017,90.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1197 cc,110 hp,Önden Çekiş,İkinci El,"4,9 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.199.000 TL,,,,,,,
Kopyalandı30536134,29 Haziran 2025,Renault,Laguna,1.6 Expression,2004,273.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1598 cc,115 hp,Önden Çekiş,İkinci El,"7,4 lt",68 lt,4 boyalı,Takasa Uygun,Galeriden,358.000 TL,,,,,,,
Kopyalandı30570828,29 Haziran 2025,Honda,City,1.5 i-VTEC Executive,2023,15.000 km,Otomatik,Benzin,Sedan,Füme,1498 cc,121 hp,Önden Çekiş,İkinci El,"6,2 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,1.265.000 TL,,,,,,,
Kopyalandı30561155,28 Haziran 2025,Fiat,Palio,1.4 EL,1998,256.700 km,Düz,LPG & Benzin,Hatchback/5,Bordo,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,1 lt",51 lt,Belirtilmemiş,Takasa Uygun Değil,Galeriden,259.000 TL,,,,,,,
Kopyalandı30002651,28 Haziran 2025,Ford,Focus,1.5 TDCi Titanium X,2023,37.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.500.000 TL,,,,,,,
Kopyalandı30568804,28 Haziran 2025,Honda,Civic,1.6 Elegance,2011,116.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1595 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,"1 değişen, 4 boyalı",Takasa Uygun,Galeriden,595.000 TL,Evet,,,,,,
Kopyalandı30566858,28 Haziran 2025,Renault,Symbol,1.2 Joy,2013,219.000 km,Düz,Benzin,Sedan,Beyaz,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,407.000 TL,,,,,,,
Kopyalandı30566662,28 Haziran 2025,Fiat,Egea,1.6 Multijet Easy,2023,18.000 km,Yarı Otomatik,Dizel,Sedan,Füme,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.088.000 TL,,,,,,,
Kopyalandı30565616,28 Haziran 2025,Fiat,Egea,1.6 Multijet Urban,2024,12.000 km,Otomatik,Dizel,Station wagon,Beyaz,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,7 lt",50 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.330.000 TL,,,,,,,
Kopyalandı30563926,28 Haziran 2025,Volkswagen,Polo,1.4 Basicline,2002,239.000 km,Düz,Benzin,Hatchback/5,Gri,1401 - 1600 cm3,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,297.000 TL,,,,,,,
Kopyalandı30036016,28 Haziran 2025,Renault,Latitude,1.5 dCi Privilege,2013,160.000 km,Otomatik,Dizel,Sedan,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,785.000 TL,,,,,,,
Kopyalandı29876926,28 Haziran 2025,Citroen,C5,1.6 HDi SX PK,2011,184.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,111 hp,Önden Çekiş,İkinci El,"5,6 lt",71 lt,1 boyalı,Takasa Uygun Değil,Galeriden,685.000 TL,,,,,,,
Kopyalandı30563625,28 Haziran 2025,Kia,Rio,1.25 CVVT Concept,2015,114.000 km,Düz,Benzin,Hatchback/5,Kırmızı,1248 cc,85 hp,Önden Çekiş,İkinci El,"5,1 lt",43 lt,"3 değişen, 7 boyalı",Takasa Uygun,Galeriden,570.000 TL,,,,,,,
Kopyalandı29313937,28 Haziran 2025,Mercedes - Benz,C,C 200 AMG,2022,36.000 km,Otomatik,Benzin,Sedan,Füme,1401 - 1600 cm3,201 - 225 HP,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,3.630.000 TL,,,,,,,
Kopyalandı30562395,28 Haziran 2025,Skoda,Fabia,1.4 Comfort,2002,169.000 km,Düz,Benzin,Sedan,Gri,1397 cc,68 hp,Önden Çekiş,İkinci El,"7,1 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,385.000 TL,,,,,,,
Kopyalandı30562281,28 Haziran 2025,Tofaş,Doğan,SLX,1993,225.000 km,Düz,LPG & Benzin,Sedan,Kahverengi,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,185.000 TL,,,,,,,
Kopyalandı30562283,28 Haziran 2025,Renault,Megane,1.6 Privilege,2010,164.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1598 cc,105 hp,Önden Çekiş,İkinci El,"7,5 lt",60 lt,Belirtilmemiş,Takasa Uygun,Galeriden,690.000 TL,,,,,,,
Kopyalandı30562005,28 Haziran 2025,Opel,Astra,1.6 Sport,2011,163.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,685.000 TL,,,,,,,
Kopyalandı30561939,28 Haziran 2025,Renault,Clio,1.4 RNA,2000,260.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,3 boyalı,Takasa Uygun,Galeriden,340.000 TL,,,,,,,
Kopyalandı30561961,28 Haziran 2025,Fiat,Egea,1.4 Fire Urban Plus,2020,19.000 km,Düz,Benzin,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,815.500 TL,,,,,,,
Kopyalandı30561730,28 Haziran 2025,Opel,Astra,1.6 Edition Plus,2018,125.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",56 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,865.000 TL,,,,,,,
Kopyalandı30561712,28 Haziran 2025,Ford,Focus,1.6 TDCi Trend X,2016,160.000 km,Düz,Dizel,Sedan,Beyaz,1560 cc,95 hp,Önden Çekiş,İkinci El,"4,5 lt",53 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,945.000 TL,,,,,,,
Kopyalandı30561081,28 Haziran 2025,Renault,Megane,1.5 dCi Sportway,2005,280.000 km,Düz,Dizel,Sedan,Siyah,1461 cc,86 hp,Önden Çekiş,İkinci El,"4,7 lt",60 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,360.000 TL,,,,,,,
Kopyalandı30560781,28 Haziran 2025,Renault,Fluence,1.5 dCi Touch,2016,210.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"4,5 lt",60 lt,"4 değişen, 5 boyalı",Takasa Uygun,Galeriden,545.000 TL,,,,,,,
Kopyalandı29253031,28 Haziran 2025,Peugeot,208,1.2 VTi Access,2012,123.000 km,Düz,Benzin,Hatchback/5,Siyah,1199 cc,83 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,4 boyalı,Takasa Uygun Değil,Galeriden,500.000 TL,,,,,,,
Kopyalandı30559736,28 Haziran 2025,Toyota,Yaris,1.3 Sol,2008,193.000 km,Otomatik,Benzin,Hatchback/5,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,615.000 TL,,,,,,,
Kopyalandı30558890,28 Haziran 2025,Opel,Astra,1.4 T Sport,2013,168.500 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun Değil,Galeriden,835.000 TL,,,,,,,
Kopyalandı30558844,28 Haziran 2025,Fiat,Palio,1.3 Multijet Active,2007,250.000 km,Düz,Dizel,Hatchback/3,Beyaz,1248 cc,70 hp,Önden Çekiş,İkinci El,"4,6 lt",51 lt,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,199.000 TL,,,,,,,
Kopyalandı30558615,28 Haziran 2025,Citroen,C3,1.2 PureTech Feel,2023,35.000 km,Düz,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,799.000 TL,,,,,,,
Kopyalandı30292178,28 Haziran 2025,Ford,Fiesta,1.4 TDCi Trend,2010,193.000 km,Düz,Dizel,Hatchback/5,Bordo,1398 cc,70 hp,Önden Çekiş,İkinci El,"4,2 lt",45 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,509.950 TL,,,,,,,
Kopyalandı30557955,28 Haziran 2025,Opel,Corsa,1.2 Edition,2022,103.700 km,Otomatik,Benzin,Hatchback/3,Kırmızı,,,,İkinci El,,,Tamamı orjinal,,Sahibinden,1.000.000 TL,,,,,,,
Kopyalandı30556686,28 Haziran 2025,Fiat,Punto,1.4 Pop S&S,2013,187.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,77 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,485.000 TL,,,,,,,
Kopyalandı30554390,28 Haziran 2025,Audi,A4,A4 Sedan 1.4 TFSI Sport,2016,234.000 km,Otomatik,Benzin,Sedan,Gri,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,1.750.000 TL,,,,,,,
Kopyalandı30553923,28 Haziran 2025,Audi,A4,A4 Sedan 2.0 TDI Quattro Design,2016,250.000 km,Otomatik,Dizel,Sedan,Siyah,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),İkinci El,,,"1 değişen, 2 boyalı",Takasa Uygun,Galeriden,1.440.000 TL,,,,,,,
Kopyalandı30553805,28 Haziran 2025,Tofaş,Doğan,SLX,1993,11.111.111 km,Düz,LPG & Benzin,Sedan,Turkuaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,,50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,165.000 TL,,,,,,,
Kopyalandı30553732,28 Haziran 2025,Opel,Astra,1.6 CD,1999,291.000 km,Düz,LPG & Benzin,Sedan,Kırmızı,1598 cc,100 hp,Önden Çekiş,İkinci El,"7,4 lt",52 lt,Belirtilmemiş,Takasa Uygun,Galeriden,295.000 TL,,,,,,,
Kopyalandı30552976,28 Haziran 2025,Fiat,Egea,1.4 Fire Urban,2023,43.000 km,Düz,Benzin,Sedan,Mavi,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,860.000 TL,,,,,,,
Kopyalandı30552583,28 Haziran 2025,Hyundai,i30,1.6 CRDi Elite,2013,199.675 km,Otomatik,Dizel,Hatchback/5,Kırmızı,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"3 değişen, 5 boyalı",Takasa Uygun,Galeriden,820.000 TL,,,,,,,
Kopyalandı30552452,28 Haziran 2025,Mercedes - Benz,C,C 200 AMG,2023,13.000 km,Otomatik,Hibrit,Sedan,Füme,1401 - 1600 cm3,201 - 225 HP,4WD (Sürekli),İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,3.629.000 TL,,,,,,,
Kopyalandı30552288,28 Haziran 2025,Honda,Civic,1.6 i-VTEC LS,2006,220.000 km,Düz,Benzin,Sedan,Gri,1590 cc,110 hp,Önden Çekiş,İkinci El,"6,5 lt",50 lt,"2 değişen, 2 boyalı",Takasa Uygun Değil,Galeriden,620.000 TL,,,,,,,
Kopyalandı30203051,28 Haziran 2025,Volkswagen,Polo,1.0 TSi Life,2024,6.001 km,Otomatik,Benzin,Hatchback/5,Gri,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.495.000 TL,,,,,,,
Kopyalandı30201400,28 Haziran 2025,Toyota,Verso,1.6 Elegant,2005,360.000 km,Düz,Benzin,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,519.000 TL,,,,,,,
Kopyalandı29930951,28 Haziran 2025,Renault,Clio,1.2 Icon,2015,165.000 km,Düz,Benzin,Hatchback/5,Beyaz,1149 cc,75 hp,Önden Çekiş,İkinci El,"5,5 lt",45 lt,"1 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,525.000 TL,,,,,,,
Kopyalandı29665466,28 Haziran 2025,Mercedes - Benz,C,C 180 Fascination,2014,169.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,151 - 175 HP,Arkadan İtiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,1.680.000 TL,,,,,,,
Kopyalandı29943473,28 Haziran 2025,Volkswagen,Polo,1.4 Trendline,2006,276.000 km,Düz,LPG & Benzin,Hatchback/3,Beyaz,1390 cc,80 hp,Önden Çekiş,İkinci El,"6,4 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,405.000 TL,,,,,,,
Kopyalandı29941140,28 Haziran 2025,Renault,Megane,1.3 TCe Joy,2022,27.600 km,Otomatik,Benzin,Sedan,Gri,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,1.219.000 TL,,,,,,,
Kopyalandı29940721,28 Haziran 2025,Toyota,Corolla,1.5 Dream,2022,60.000 km,Otomatik,Benzin,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.340.000 TL,,,,,,,
Kopyalandı30199508,28 Haziran 2025,Opel,Astra,1.6 Edition Plus,2016,120.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",56 lt,6 boyalı,Takasa Uygun,Galeriden,825.000 TL,,,,,,,
Kopyalandı30194983,28 Haziran 2025,Mercedes - Benz,A,A 180 BlueEFFICIENCY Urban,2013,169.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,1.085.000 TL,,,,,,,
Kopyalandı29933965,28 Haziran 2025,Volkswagen,Jetta,1.6 TDi Comfortline,2012,223.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,"2 değişen, 6 boyalı",Takasa Uygun,Galeriden,710.000 TL,,,,,,,
Kopyalandı30205321,28 Haziran 2025,Audi,A4,A4 Sedan 2.0 TDI,2015,199.000 km,Otomatik,Dizel,Sedan,Beyaz,1801 - 2000 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,"2 değişen, 1 boyalı",Takasa Uygun,Galeriden,895.000 TL,,,,,,,
Kopyalandı30200291,28 Haziran 2025,Renault,Taliant,1.0 Tce Joy,2023,29.900 km,Otomatik,Benzin,Sedan,Füme,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,935.000 TL,,,,,,,
Kopyalandı29941606,28 Haziran 2025,BMW,4 Serisi,418i M Sport,2016,160.000 km,Otomatik,Benzin,Coupe,Mavi,1401 - 1600 cm3,126 - 150 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.625.000 TL,,,,,,,
Kopyalandı29936978,28 Haziran 2025,Fiat,Egea,1.4 Fire Urban,2024,6.001 km,Düz,Benzin,Sedan,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.129.000 TL,,,,,,,
Kopyalandı29936976,28 Haziran 2025,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024,11.800 km,Otomatik,Benzin,Hatchback/5,Turuncu,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,1.309.000 TL,,,,,,,
Kopyalandı29933851,28 Haziran 2025,Hyundai,i20,1.2 MPI Jump,2017,110.750 km,Düz,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun Değil,Galeriden,727.000 TL,,,,,,,
Kopyalandı29931943,28 Haziran 2025,Hyundai,i20,1.4 MPI Jump,2018,43.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,"1 değişen, 3 boyalı",Takasa Uygun,Galeriden,885.000 TL,,,,,,,
Kopyalandı30201232,28 Haziran 2025,Audi,A5,A5 Sportback 2.0 TDI Quattro,2013,190.000 km,Otomatik,Dizel,Hatchback/5,Mavi,1801 - 2000 cm3,176 - 200 HP,4WD (Sürekli),İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,1.675.000 TL,,,,,,,
Kopyalandı28636192,28 Haziran 2025,Renault,Megane,1.5 Blue DCI Touch,2020,144.500 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.135.000 TL,,,,,,,
Kopyalandı30193564,28 Haziran 2025,Opel,Astra,1.6 Edition Plus,2016,110.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"6,5 lt",56 lt,3 boyalı,Takasa Uygun,Galeriden,837.500 TL,,,,,,,
Kopyalandı29935735,28 Haziran 2025,Hyundai,Accent Era,1.4 Team,2007,200.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1399 cc,97 hp,Önden Çekiş,İkinci El,"6,5 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,456.000 TL,,,,,,,
Kopyalandı29932123,28 Haziran 2025,Renault,Clio,1.5 dCi Authentique,2008,235.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,80 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,1 değişen,Takasa Uygun,Galeriden,365.000 TL,,,,,,,
Kopyalandı29931906,28 Haziran 2025,Volvo,S60,1.6 T4 Premium,2011,209.900 km,Otomatik,Benzin,Sedan,Gri,1401 - 1600 cm3,176 - 200 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,849.000 TL,,,,,,,
Kopyalandı29926751,28 Haziran 2025,Opel,Corsa,1.4 Twinport Active,2013,150.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,6 boyalı,Takasa Uygun,Galeriden,685.000 TL,,,,,,,
